1005	1005
0	1
1	1
2	3
4	3
5	3
6	7
8	7
9	10
11	10
12	10
13	12
14	10
15	10
16	17
10	5
18	19
20	21
19	1
22	1
23	10
24	12
3	12
25	12
26	14
27	14
7	14
17	14
28	14
29	14
30	14
31	14
32	14
33	14
34	14
21	14
35	14
36	14
37	14
38	14
39	14
40	14
41	6
42	21
43	10
44	10
45	19
46	19
47	13
48	13
49	36
50	37
51	6
52	9
53	5
54	25
55	25
56	3
57	3
58	3
59	3
60	9
61	9
62	36
63	3
64	7
65	5
66	11
67	18
68	18
69	18
70	37
71	37
72	12
73	1
74	1
75	13
76	13
77	4
78	4
79	4
80	30
81	18
82	36
83	36
84	37
85	1
86	36
87	21
88	24
89	24
90	11
91	18
92	12
93	5
94	6
95	5
96	24
97	20
98	20
99	20
100	20
101	20
102	38
103	9
104	9
105	21
106	38
107	36
108	11
109	28
110	11
111	11
112	11
113	13
114	13
115	16
116	16
117	8
118	17
119	13
120	1
121	36
122	0
123	16
124	20
125	20
126	25
127	8
128	6
129	5
130	0
131	29
132	29
133	5
134	2
135	16
136	16
137	3
138	3
139	19
140	19
141	10
142	36
143	11
144	40
145	35
146	18
147	26
148	0
149	0
150	9
151	13
152	37
153	28
154	35
155	35
156	0
157	0
158	23
159	23
160	36
161	10
162	37
163	27
164	19
165	16
166	36
167	5
168	5
169	16
170	16
171	13
172	5
173	38
174	33
175	33
176	5
177	1
178	0
179	0
180	0
181	9
182	9
183	5
184	18
185	20
186	40
187	18
188	18
189	18
190	18
191	0
192	3
193	3
194	3
195	3
196	6
197	5
198	5
199	5
200	5
201	5
202	5
203	5
204	6
205	6
206	5
207	5
208	25
209	23
210	23
211	25
212	21
213	10
214	0
215	1
216	19
217	37
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	13
230	26
231	0
232	5
233	23
234	23
235	23
236	23
237	23
238	23
239	23
240	23
241	23
242	23
243	23
244	23
245	13
246	10
247	10
248	1
249	10
250	9
251	16
252	24
253	32
254	40
255	8
256	5
257	0
258	11
259	12
260	12
261	13
262	0
263	13
264	10
265	10
266	10
267	10
268	39
269	19
270	5
271	29
272	19
273	19
274	19
275	5
276	5
277	0
278	0
279	26
280	5
281	3
282	36
283	36
284	0
285	25
286	3
287	18
288	37
289	0
290	5
291	5
292	5
293	10
294	5
295	9
296	9
297	1
298	18
299	18
300	38
301	17
302	24
303	24
304	24
305	3
306	12
307	1
308	1
309	1
310	1
311	1
312	1
313	1
314	1
315	1
316	1
317	1
318	13
319	23
320	9
321	9
322	19
323	20
324	10
325	12
326	12
327	12
328	11
329	11
330	16
331	39
332	10
333	13
334	19
335	19
336	16
337	16
338	16
339	16
340	2
341	1
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	20
354	20
355	28
356	11
357	11
358	10
359	10
360	10
361	13
362	10
363	35
364	37
365	10
366	36
367	13
368	9
369	24
370	13
371	20
372	36
373	36
374	10
375	11
376	9
377	9
378	9
379	9
380	9
381	9
382	9
383	9
384	9
385	9
386	9
387	9
388	9
389	9
390	9
391	9
392	9
393	9
394	9
395	9
396	9
397	9
398	9
399	5
400	12
401	5
402	0
403	5
404	20
405	38
406	10
407	10
408	3
409	17
410	28
411	29
412	3
413	5
414	1
415	1
416	12
417	13
418	18
419	5
420	17
421	10
422	35
423	13
424	21
425	5
426	5
427	15
428	19
429	19
430	10
431	37
432	37
433	37
434	21
435	8
436	16
437	16
438	16
439	16
440	5
441	10
442	13
443	13
444	13
445	4
446	19
447	19
448	19
449	1
450	5
451	10
452	10
453	8
454	28
455	25
456	3
457	5
458	5
459	1
460	21
461	19
462	31
463	31
464	5
465	26
466	10
467	18
468	1
469	25
470	15
471	32
472	8
473	18
474	18
475	11
476	18
477	11
478	11
479	1
480	18
481	25
482	2
483	4
484	5
485	13
486	5
487	10
488	10
489	7
490	8
491	8
492	40
493	5
494	36
495	26
496	10
497	4
498	10
499	10
500	10
501	10
502	10
503	10
504	10
505	10
506	10
507	32
508	18
509	18
510	10
511	0
512	26
513	35
514	11
515	5
516	1
517	1
518	35
519	26
520	3
521	2
522	5
523	5
524	12
525	10
526	5
527	13
528	7
529	10
